log_id,task_id,engineer_id,log_date,hours_spent
3784,488,5,2025-12-18,6.9
3785,488,5,2025-12-20,4.9
3786,488,5,2025-12-21,1.03
3787,488,5,2025-12-22,3.26
3788,488,5,2025-12-24,1.11
3789,490,42,2025-11-19,3.62
3790,490,42,2025-11-21,5.05
3791,490,42,2025-11-22,4.52
3792,490,42,2025-11-23,5.11
3793,490,42,2025-11-24,6.02
3794,490,42,2025-11-25,1.06
3795,490,42,2025-11-28,6.18
3796,490,42,2025-12-01,5.3
3797,490,42,2025-12-02,5.87
3798,490,42,2025-12-05,2.42
3799,490,42,2025-12-06,4.2
3800,490,42,2025-12-08,0.15
3801,491,1,2025-10-07,3.45
3802,491,1,2025-10-10,1.0
3803,491,1,2025-10-11,3.09
3804,491,1,2025-10-13,1.5
3805,491,1,2025-10-15,3.5
3806,491,1,2025-10-18,1.59
3807,491,1,2025-10-20,2.29
3808,491,1,2025-10-21,1.15
3809,491,1,2025-10-22,6.04
3810,491,1,2025-10-23,1.08
3811,491,1,2025-10-26,4.09
3812,491,1,2025-10-28,2.61
3813,491,1,2025-10-29,1.94
3814,491,1,2025-11-01,5.43
3815,491,1,2025-11-03,2.39
3816,491,1,2025-11-06,5.22
3817,491,1,2025-11-07,6.35
3818,491,1,2025-11-10,4.4
3819,491,1,2025-11-13,6.39
3820,491,1,2025-11-15,6.98
3821,491,1,2025-11-16,5.14
3822,491,1,2025-11-17,1.78
3823,491,1,2025-11-19,6.39
3824,491,1,2025-11-20,5.22
3825,491,1,2025-11-21,1.66
3826,491,1,2025-11-22,1.22
3827,491,1,2025-11-24,1.45
3828,493,41,2025-06-02,1.3
3829,493,41,2025-06-05,2.43
3830,493,41,2025-06-06,1.99
3831,493,41,2025-06-09,2.52
3832,493,41,2025-06-10,4.02
3833,493,41,2025-06-13,3.48
3834,493,41,2025-06-16,1.57
3835,493,41,2025-06-18,1.45
3836,494,8,2025-05-29,3.7
3837,494,8,2025-06-01,6.21
3838,494,8,2025-06-02,1.14
3839,495,38,2025-10-01,5.28
3840,495,38,2025-10-04,1.19
3841,495,38,2025-10-06,4.16
3842,495,38,2025-10-07,4.96
3843,495,38,2025-10-10,6.51
3844,495,38,2025-10-13,1.67
3845,495,38,2025-10-16,3.58
3846,495,38,2025-10-18,3.08
3847,495,38,2025-10-20,2.98
3848,495,38,2025-10-22,5.69
3849,495,38,2025-10-24,4.7
3850,495,38,2025-10-27,2.58
3851,495,38,2025-10-30,3.24
3852,495,38,2025-11-02,1.17
3853,495,38,2025-11-04,4.01
3854,495,38,2025-11-05,1.62
3855,499,31,2025-11-12,5.17
3856,499,31,2025-11-14,4.3
3857,500,31,2025-06-07,2.3
3858,500,31,2025-06-10,6.95
3859,500,31,2025-06-13,2.89
3860,500,31,2025-06-14,6.74
3861,500,31,2025-06-15,5.57
3862,500,31,2025-06-16,4.42
3863,500,31,2025-06-19,4.34
3864,500,31,2025-06-21,1.2
3865,500,31,2025-06-24,4.8
3866,500,31,2025-06-27,1.23
3867,500,31,2025-06-29,3.0
3868,500,31,2025-07-02,3.21
3869,500,31,2025-07-03,1.49
3870,500,31,2025-07-06,4.89
3871,500,31,2025-07-09,0.34
3872,501,29,2025-11-26,3.93
3873,501,29,2025-11-29,2.69
3874,502,25,2025-07-25,2.26
3875,502,25,2025-07-26,1.33
3876,502,25,2025-07-29,1.9
3877,502,25,2025-08-01,3.95
3878,502,25,2025-08-02,2.33
3879,503,1,2025-12-06,4.46
3880,503,1,2025-12-08,5.29
3881,503,1,2025-12-09,2.22
3882,503,1,2025-12-10,5.83
3883,503,1,2025-12-13,4.5
3884,503,1,2025-12-16,3.19
3885,503,1,2025-12-19,2.77
3886,503,1,2025-12-22,5.7
3887,503,1,2025-12-25,4.34
3888,503,1,2025-12-26,2.07
3889,503,1,2025-12-29,4.69
3890,503,1,2026-01-01,3.97
3891,503,1,2026-01-04,6.67
3892,503,1,2026-01-06,2.35
3893,503,1,2026-01-09,2.6
3894,503,1,2026-01-12,2.49
3895,503,1,2026-01-14,5.22
3896,503,1,2026-01-17,3.51
3897,503,1,2026-01-19,5.12
3898,504,41,2025-05-08,6.72
3899,504,41,2025-05-11,5.42
3900,504,41,2025-05-14,1.85
3901,505,48,2025-04-09,1.78
3902,505,48,2025-04-11,4.05
3903,505,48,2025-04-12,4.1
3904,505,48,2025-04-15,1.59
3905,505,48,2025-04-17,3.41
3906,505,48,2025-04-18,2.17
3907,505,48,2025-04-20,2.51
3908,505,48,2025-04-23,4.79
3909,505,48,2025-04-26,3.04
3910,505,48,2025-04-27,1.26
3911,505,48,2025-04-30,2.45
3912,505,48,2025-05-01,3.38
3913,505,48,2025-05-03,6.23
3914,505,48,2025-05-05,4.64
3915,505,48,2025-05-06,3.02
3916,505,48,2025-05-08,6.79
3917,505,48,2025-05-10,1.84
3918,505,48,2025-05-13,3.55
3919,505,48,2025-05-14,4.32
3920,505,48,2025-05-17,1.33
3921,506,46,2025-11-10,2.27
3922,506,46,2025-11-13,5.92
3923,506,46,2025-11-15,6.46
3924,506,46,2025-11-17,6.34
3925,506,46,2025-11-20,2.98
3926,506,46,2025-11-22,1.72
3927,506,46,2025-11-25,4.08
3928,506,46,2025-11-27,3.03
3929,507,42,2025-07-22,2.64
3930,507,42,2025-07-24,1.97
3931,507,42,2025-07-27,4.85
3932,507,42,2025-07-30,5.89
3933,507,42,2025-07-31,5.27
3934,507,42,2025-08-01,2.82
3935,507,42,2025-08-03,5.07
3936,507,42,2025-08-05,2.03
3937,507,42,2025-08-06,2.32
3938,507,42,2025-08-08,4.78
3939,507,42,2025-08-10,6.74
3940,507,42,2025-08-12,3.03
3941,507,42,2025-08-14,5.1
3942,507,42,2025-08-17,2.46
3943,507,42,2025-08-20,4.57
3944,507,42,2025-08-23,4.71
3945,507,42,2025-08-25,5.55
3946,507,42,2025-08-28,2.49
3947,507,42,2025-08-29,2.71
3948,507,42,2025-08-30,0.37
3949,508,46,2025-05-18,1.89
3950,508,46,2025-05-20,6.09
3951,508,46,2025-05-23,6.48
3952,508,46,2025-05-24,6.33
3953,508,46,2025-05-27,3.42
3954,508,46,2025-05-28,3.1
3955,508,46,2025-05-29,3.69
3956,508,46,2025-05-31,2.84
3957,508,46,2025-06-03,5.7
3958,508,46,2025-06-06,6.85
3959,508,46,2025-06-07,6.14
3960,508,46,2025-06-09,6.62
3961,508,46,2025-06-12,5.64
3962,508,46,2025-06-14,3.74
3963,508,46,2025-06-15,4.75
3964,508,46,2025-06-18,6.2
3965,508,46,2025-06-21,1.84
3966,509,4,2025-08-08,3.61
3967,509,4,2025-08-09,3.23
3968,510,11,2025-05-19,1.55
3969,510,11,2025-05-22,4.81
3970,510,11,2025-05-24,3.22
3971,510,11,2025-05-25,1.25
3972,510,11,2025-05-28,1.81
3973,510,11,2025-05-29,5.42
3974,510,11,2025-05-30,6.67
3975,510,11,2025-05-31,5.56
3976,510,11,2025-06-02,6.29
3977,510,11,2025-06-04,2.31
3978,510,11,2025-06-07,2.62
3979,510,11,2025-06-09,6.87
3980,510,11,2025-06-10,4.61
3981,510,11,2025-06-11,1.06
3982,510,11,2025-06-13,6.19
3983,510,11,2025-06-16,4.96
3984,510,11,2025-06-19,5.32
3985,510,11,2025-06-20,2.13
3986,510,11,2025-06-23,4.94
3987,510,11,2025-06-24,5.73
3988,510,11,2025-06-27,0.05
3989,511,27,2025-04-19,4.06
3990,511,27,2025-04-20,1.13
3991,511,27,2025-04-22,5.82
3992,511,27,2025-04-23,3.26
3993,511,27,2025-04-25,4.38
3994,512,36,2025-11-16,1.93
3995,512,36,2025-11-18,1.27
3996,512,36,2025-11-19,1.26
3997,513,9,2025-12-01,2.9
3998,513,9,2025-12-04,4.49
3999,513,9,2025-12-07,3.53
4000,513,9,2025-12-09,5.22
4001,513,9,2025-12-12,4.33
4002,513,9,2025-12-15,2.51
4003,514,38,2025-12-19,5.54
4004,514,38,2025-12-21,6.09
4005,514,38,2025-12-23,1.59
4006,514,38,2025-12-25,3.35
4007,514,38,2025-12-27,5.39
4008,514,38,2025-12-28,3.82
4009,515,27,2025-06-14,4.9
4010,515,27,2025-06-15,6.0
4011,515,27,2025-06-18,6.12
4012,515,27,2025-06-20,5.86
4013,515,27,2025-06-23,4.61
4014,515,27,2025-06-26,2.08
4015,516,12,2025-07-29,5.79
4016,516,12,2025-07-30,6.67
4017,516,12,2025-08-01,6.7
4018,516,12,2025-08-02,6.62
4019,516,12,2025-08-04,4.0
4020,516,12,2025-08-07,3.22
4021,516,12,2025-08-10,4.1
4022,516,12,2025-08-13,4.86
4023,516,12,2025-08-15,6.09
4024,516,12,2025-08-16,3.23
4025,516,12,2025-08-17,1.27
4026,516,12,2025-08-19,6.37
4027,516,12,2025-08-22,1.79
4028,516,12,2025-08-24,2.56
4029,516,12,2025-08-26,3.49
4030,517,30,2025-12-14,3.63
4031,517,30,2025-12-15,2.77
4032,517,30,2025-12-18,2.76
4033,517,30,2025-12-21,2.21
4034,517,30,2025-12-24,2.88
4035,517,30,2025-12-25,3.9
4036,517,30,2025-12-26,3.53
4037,517,30,2025-12-27,1.66
4038,518,20,2025-07-31,1.81
4039,518,20,2025-08-01,1.58
4040,518,20,2025-08-04,2.15
4041,519,18,2025-11-23,4.92
4042,519,18,2025-11-24,4.86
4043,519,18,2025-11-26,4.31
4044,519,18,2025-11-29,5.0
4045,519,18,2025-12-02,1.9
4046,519,18,2025-12-05,4.84
4047,519,18,2025-12-08,4.36
4048,519,18,2025-12-10,1.4
4049,519,18,2025-12-13,1.56
4050,520,12,2025-05-28,2.63
4051,520,12,2025-05-30,5.76
4052,520,12,2025-06-01,3.29
4053,520,12,2025-06-02,5.24
4054,520,12,2025-06-03,1.2
4055,520,12,2025-06-05,4.47
4056,520,12,2025-06-06,3.79
4057,520,12,2025-06-07,4.95
4058,520,12,2025-06-09,6.3
4059,520,12,2025-06-12,3.87
4060,520,12,2025-06-14,3.0
4061,520,12,2025-06-15,6.5
4062,520,12,2025-06-16,3.13
4063,520,12,2025-06-18,1.09
4064,520,12,2025-06-19,2.57
4065,520,12,2025-06-21,2.58
4066,520,12,2025-06-23,1.03
4067,520,12,2025-06-26,1.63
4068,520,12,2025-06-29,5.53
4069,520,12,2025-06-30,3.3
4070,521,5,2025-12-21,4.68
4071,521,5,2025-12-23,6.86
4072,521,5,2025-12-25,4.85
4073,521,5,2025-12-28,5.34
4074,521,5,2025-12-29,6.07
4075,521,5,2025-12-30,6.37
4076,521,5,2025-12-31,1.29
4077,521,5,2026-01-01,1.4
4078,521,5,2026-01-02,5.46
4079,521,5,2026-01-04,4.97
4080,521,5,2026-01-05,4.87
4081,521,5,2026-01-07,6.52
4082,521,5,2026-01-08,1.89
4083,523,13,2025-05-30,3.5
4084,523,13,2025-05-31,3.82
4085,523,13,2025-06-03,6.28
4086,523,13,2025-06-06,2.33
4087,523,13,2025-06-09,2.19
4088,523,13,2025-06-10,3.29
4089,523,13,2025-06-12,4.34
4090,523,13,2025-06-14,2.92
4091,523,13,2025-06-15,4.32
4092,523,13,2025-06-16,4.46
4093,523,13,2025-06-18,6.71
4094,523,13,2025-06-20,4.02
4095,523,13,2025-06-21,2.05
4096,523,13,2025-06-22,5.07
4097,523,13,2025-06-24,5.17
4098,523,13,2025-06-26,5.53
4099,523,13,2025-06-27,1.68
4100,523,13,2025-06-29,3.79
4101,523,13,2025-06-30,3.32
4102,523,13,2025-07-01,4.99
4103,523,13,2025-07-04,1.41
4104,523,13,2025-07-07,3.12
4105,524,21,2025-11-25,4.68
4106,525,12,2025-07-24,1.67
4107,525,12,2025-07-25,2.36
4108,525,12,2025-07-27,3.3
4109,525,12,2025-07-28,6.34
4110,525,12,2025-07-29,1.94
4111,525,12,2025-08-01,5.46
4112,525,12,2025-08-04,1.88
4113,525,12,2025-08-05,5.48
4114,525,12,2025-08-08,3.83
4115,525,12,2025-08-10,1.99
4116,525,12,2025-08-13,6.28
4117,525,12,2025-08-16,3.93
4118,525,12,2025-08-18,6.63
4119,525,12,2025-08-19,6.13
4120,525,12,2025-08-20,5.48
4121,525,12,2025-08-21,1.29
4122,525,12,2025-08-23,0.39
4123,526,44,2025-07-22,6.4
4124,526,44,2025-07-24,1.89
4125,526,44,2025-07-25,4.87
4126,526,44,2025-07-27,5.13
4127,526,44,2025-07-30,5.48
4128,526,44,2025-08-02,4.23
4129,526,44,2025-08-04,1.13
4130,526,44,2025-08-07,1.54
4131,526,44,2025-08-09,0.9
4132,527,43,2025-05-31,6.21
4133,527,43,2025-06-03,2.85
4134,527,43,2025-06-06,5.15
4135,527,43,2025-06-09,4.27
4136,527,43,2025-06-12,2.15
4137,527,43,2025-06-13,4.48
4138,527,43,2025-06-14,2.25
4139,527,43,2025-06-15,6.06
4140,527,43,2025-06-16,2.73
4141,527,43,2025-06-18,5.45
4142,527,43,2025-06-21,4.2
4143,527,43,2025-06-22,1.12
4144,527,43,2025-06-23,2.54
4145,527,43,2025-06-24,5.52
4146,527,43,2025-06-27,4.85
4147,527,43,2025-06-29,3.74
4148,527,43,2025-07-01,2.86
4149,527,43,2025-07-04,4.15
4150,527,43,2025-07-05,5.24
4151,527,43,2025-07-06,4.89
4152,527,43,2025-07-09,4.32
4153,528,2,2025-05-15,1.66
4154,528,2,2025-05-18,2.32
4155,528,2,2025-05-20,2.39
4156,529,8,2025-09-16,1.81
4157,529,8,2025-09-18,5.13
4158,529,8,2025-09-21,5.11
4159,530,46,2025-06-01,4.41
4160,530,46,2025-06-03,4.8
4161,530,46,2025-06-04,5.14
4162,530,46,2025-06-05,3.38
4163,530,46,2025-06-07,3.92
4164,531,10,2025-12-16,6.21
4165,531,10,2025-12-19,5.53
4166,531,10,2025-12-20,1.7
4167,531,10,2025-12-21,5.65
4168,531,10,2025-12-22,0.46
4169,533,28,2025-10-09,3.07
4170,533,28,2025-10-11,1.56
4171,533,28,2025-10-12,2.54
4172,534,8,2025-05-29,3.6
4173,534,8,2025-05-31,6.26
4174,534,8,2025-06-03,1.95
4175,534,8,2025-06-05,2.18
4176,534,8,2025-06-06,1.58
4177,534,8,2025-06-07,2.38
4178,534,8,2025-06-09,3.62
4179,534,8,2025-06-11,4.69
4180,534,8,2025-06-12,1.89
4181,535,43,2025-11-17,5.34
4182,535,43,2025-11-20,6.82
4183,535,43,2025-11-23,6.51
4184,535,43,2025-11-24,2.17
4185,537,43,2025-05-20,5.41
4186,537,43,2025-05-23,0.07
4187,538,28,2025-11-22,6.55
4188,538,28,2025-11-25,4.24
4189,538,28,2025-11-27,5.55
4190,538,28,2025-11-29,4.27
4191,538,28,2025-12-01,4.02
4192,538,28,2025-12-02,3.65
4193,538,28,2025-12-03,0.12
4194,539,16,2025-04-24,5.32
4195,539,16,2025-04-25,2.73
4196,539,16,2025-04-28,1.1
4197,539,16,2025-05-01,1.84
4198,539,16,2025-05-03,2.98
4199,539,16,2025-05-05,4.06
4200,539,16,2025-05-07,5.79
4201,539,16,2025-05-08,1.55
4202,540,38,2025-07-23,1.34
4203,540,38,2025-07-25,5.38
4204,540,38,2025-07-28,5.26
4205,540,38,2025-07-30,4.02
4206,540,38,2025-08-02,6.65
4207,540,38,2025-08-03,2.78
4208,540,38,2025-08-06,3.05
4209,540,38,2025-08-08,6.8
4210,540,38,2025-08-11,3.81
4211,540,38,2025-08-13,3.0
4212,540,38,2025-08-16,4.1
4213,540,38,2025-08-18,2.53
4214,540,38,2025-08-19,4.97
4215,540,38,2025-08-21,6.05
4216,540,38,2025-08-23,6.36
4217,540,38,2025-08-25,0.82
4218,541,38,2025-07-21,3.52
4219,541,38,2025-07-23,6.72
4220,541,38,2025-07-25,4.26
4221,541,38,2025-07-26,6.91
4222,541,38,2025-07-28,1.44
4223,541,38,2025-07-30,4.16
4224,541,38,2025-07-31,4.1
4225,541,38,2025-08-02,6.1
4226,541,38,2025-08-03,4.33
4227,541,38,2025-08-04,4.01
4228,541,38,2025-08-05,5.11
4229,541,38,2025-08-06,4.67
4230,542,11,2025-05-31,3.53
4231,542,11,2025-06-02,5.71
4232,542,11,2025-06-05,5.48
4233,542,11,2025-06-08,1.05
4234,542,11,2025-06-11,6.25
4235,542,11,2025-06-13,6.33
4236,542,11,2025-06-15,1.59
4237,543,32,2025-04-27,4.91
4238,543,32,2025-04-29,5.19
4239,543,32,2025-05-01,2.33
4240,544,49,2025-11-25,3.81
4241,544,49,2025-11-26,1.46
4242,545,6,2025-11-12,3.9
4243,545,6,2025-11-14,6.48
4244,545,6,2025-11-15,3.67
4245,545,6,2025-11-18,2.34
4246,546,38,2025-05-09,1.56
4247,546,38,2025-05-10,4.18
4248,546,38,2025-05-11,1.88
4249,546,38,2025-05-12,1.96
4250,546,38,2025-05-13,2.94
4251,547,49,2025-08-04,4.6
4252,547,49,2025-08-06,1.12
4253,547,49,2025-08-08,1.13
4254,547,49,2025-08-09,1.94
4255,547,49,2025-08-11,4.2
4256,547,49,2025-08-12,6.67
4257,547,49,2025-08-15,2.11
4258,549,45,2025-11-17,4.37
4259,549,45,2025-11-18,3.76
4260,549,45,2025-11-20,2.55
4261,550,24,2025-07-28,5.31
4262,550,24,2025-07-31,4.17
4263,550,24,2025-08-03,2.42
4264,550,24,2025-08-06,1.12
4265,550,24,2025-08-09,1.51
4266,550,24,2025-08-10,5.67
4267,550,24,2025-08-13,2.32
4268,550,24,2025-08-16,5.45
4269,550,24,2025-08-17,1.25
4270,550,24,2025-08-19,0.54
4271,551,27,2025-12-13,3.15
4272,551,27,2025-12-14,1.46
4273,551,27,2025-12-17,3.8
4274,551,27,2025-12-19,1.71
4275,551,27,2025-12-21,5.13
4276,551,27,2025-12-22,5.41
4277,551,27,2025-12-25,5.26
4278,551,27,2025-12-26,4.23
4279,551,27,2025-12-28,3.23
4280,551,27,2025-12-30,6.64
4281,551,27,2025-12-31,5.98
4282,551,27,2026-01-01,1.89
4283,551,27,2026-01-04,4.36
4284,551,27,2026-01-06,2.87
4285,552,30,2025-11-12,4.08
4286,552,30,2025-11-14,4.97
4287,553,21,2025-11-26,1.53
4288,553,21,2025-11-27,5.24
4289,553,21,2025-11-30,2.66
4290,554,50,2025-11-24,4.14
4291,554,50,2025-11-26,6.9
4292,554,50,2025-11-27,5.75
4293,554,50,2025-11-30,2.61
4294,554,50,2025-12-02,1.29
4295,554,50,2025-12-04,3.87
4296,554,50,2025-12-05,2.99
4297,554,50,2025-12-08,5.81
4298,554,50,2025-12-11,0.88
4299,555,39,2025-11-02,2.19
4300,555,39,2025-11-05,1.94
4301,555,39,2025-11-06,3.92
4302,557,22,2025-07-26,3.23
4303,557,22,2025-07-27,1.03
4304,557,22,2025-07-30,6.23
4305,557,22,2025-08-02,3.56
4306,557,22,2025-08-04,3.47
4307,557,22,2025-08-07,6.67
4308,557,22,2025-08-09,1.99
4309,557,22,2025-08-11,1.6
4310,557,22,2025-08-14,5.62
4311,557,22,2025-08-17,4.35
4312,557,22,2025-08-19,6.57
4313,557,22,2025-08-20,4.58
4314,557,22,2025-08-21,5.73
4315,557,22,2025-08-22,2.24
4316,557,22,2025-08-25,6.08
4317,557,22,2025-08-28,4.83
4318,557,22,2025-08-29,1.34
4319,557,22,2025-08-31,2.99
4320,557,22,2025-09-01,2.49
4321,557,22,2025-09-04,4.81
4322,557,22,2025-09-07,2.14
4323,558,20,2025-04-07,2.26
4324,558,20,2025-04-10,6.24
4325,558,20,2025-04-13,2.52
4326,558,20,2025-04-15,1.03
4327,560,18,2025-08-02,6.32
4328,560,18,2025-08-05,2.88
4329,560,18,2025-08-08,1.62
4330,560,18,2025-08-09,2.06
4331,560,18,2025-08-10,1.12
4332,560,18,2025-08-13,3.88
4333,560,18,2025-08-16,2.12
4334,560,18,2025-08-18,5.67
4335,560,18,2025-08-19,6.46
4336,560,18,2025-08-20,5.99
4337,560,18,2025-08-21,4.41
4338,560,18,2025-08-24,6.16
4339,560,18,2025-08-27,5.68
4340,560,18,2025-08-30,6.84
4341,560,18,2025-08-31,0.87
4342,561,16,2025-12-03,3.83
4343,561,16,2025-12-05,4.06
4344,561,16,2025-12-08,1.69
4345,561,16,2025-12-09,1.37
4346,561,16,2025-12-10,3.48
4347,561,16,2025-12-13,5.69
4348,561,16,2025-12-16,5.44
4349,561,16,2025-12-18,1.42
4350,562,29,2025-07-19,5.12
4351,562,29,2025-07-21,3.15
4352,562,29,2025-07-24,4.24
4353,563,3,2025-06-12,4.91
4354,563,3,2025-06-13,5.35
4355,563,3,2025-06-14,5.87
4356,563,3,2025-06-17,4.42
4357,563,3,2025-06-18,3.93
4358,563,3,2025-06-20,6.71
4359,563,3,2025-06-22,4.39
4360,563,3,2025-06-23,2.38
4361,563,3,2025-06-25,1.98
4362,563,3,2025-06-27,6.25
4363,563,3,2025-06-30,3.96
4364,563,3,2025-07-03,6.65
4365,563,3,2025-07-06,3.32
4366,563,3,2025-07-08,6.37
4367,563,3,2025-07-11,6.15
4368,563,3,2025-07-12,2.16
4369,563,3,2025-07-14,1.31
4370,563,3,2025-07-16,6.5
4371,563,3,2025-07-19,2.0
4372,563,3,2025-07-22,6.13
4373,563,3,2025-07-25,1.25
4374,564,38,2025-04-16,4.11
4375,564,38,2025-04-19,6.06
4376,564,38,2025-04-22,3.99
4377,564,38,2025-04-24,3.02
4378,564,38,2025-04-26,2.6
4379,564,38,2025-04-27,5.51
4380,564,38,2025-04-29,1.66
4381,565,25,2025-11-14,1.6
4382,565,25,2025-11-16,4.82
4383,566,44,2025-07-27,3.51
4384,566,44,2025-07-29,3.73
4385,566,44,2025-08-01,0.48
4386,567,48,2025-07-27,2.31
4387,567,48,2025-07-30,0.45
4388,568,44,2025-09-25,4.17
4389,568,44,2025-09-27,1.28
4390,568,44,2025-09-30,3.8
4391,568,44,2025-10-02,6.58
4392,568,44,2025-10-05,1.3
4393,568,44,2025-10-08,4.82
4394,568,44,2025-10-10,2.82
4395,568,44,2025-10-13,2.42
4396,568,44,2025-10-15,5.76
4397,568,44,2025-10-16,1.84
4398,568,44,2025-10-18,2.39
4399,568,44,2025-10-21,1.81
4400,569,5,2025-05-07,1.86
4401,569,5,2025-05-09,4.22
4402,569,5,2025-05-10,2.41
4403,569,5,2025-05-13,4.48
4404,569,5,2025-05-14,4.15
4405,569,5,2025-05-17,4.57
4406,569,5,2025-05-19,6.52
4407,569,5,2025-05-21,3.05
4408,569,5,2025-05-23,6.02
4409,569,5,2025-05-25,4.39
4410,569,5,2025-05-28,3.61
4411,569,5,2025-05-31,4.85
4412,569,5,2025-06-03,4.6
4413,569,5,2025-06-05,0.72
4414,570,49,2025-11-24,6.8
4415,570,49,2025-11-26,4.71
4416,570,49,2025-11-28,1.61
4417,572,19,2025-05-27,5.43
4418,572,19,2025-05-30,3.18
4419,572,19,2025-06-01,4.11
4420,572,19,2025-06-02,2.74
4421,572,19,2025-06-03,6.72
4422,572,19,2025-06-06,6.13
4423,572,19,2025-06-07,4.89
4424,572,19,2025-06-10,2.89
4425,572,19,2025-06-11,5.84
4426,572,19,2025-06-13,1.64
4427,572,19,2025-06-15,4.05
4428,572,19,2025-06-17,3.82
4429,572,19,2025-06-18,2.93
4430,572,19,2025-06-19,3.6
4431,572,19,2025-06-21,2.55
4432,572,19,2025-06-22,2.03
4433,572,19,2025-06-23,6.48
4434,572,19,2025-06-25,0.53
4435,573,20,2025-06-07,6.07
4436,573,20,2025-06-10,3.85
4437,573,20,2025-06-11,6.61
4438,573,20,2025-06-14,2.04
4439,573,20,2025-06-17,4.39
4440,573,20,2025-06-19,4.79
4441,573,20,2025-06-21,1.86
4442,573,20,2025-06-24,1.4
4443,574,9,2025-11-26,3.67
4444,574,9,2025-11-28,5.46
4445,574,9,2025-11-29,1.3
4446,574,9,2025-11-30,4.48
4447,574,9,2025-12-02,2.33
4448,574,9,2025-12-03,6.04
4449,574,9,2025-12-04,2.33
4450,574,9,2025-12-06,2.04
4451,574,9,2025-12-07,4.95
4452,574,9,2025-12-08,1.71
4453,574,9,2025-12-09,2.37
4454,574,9,2025-12-11,1.67
4455,574,9,2025-12-12,5.57
4456,574,9,2025-12-13,2.16
4457,574,9,2025-12-14,5.29
4458,574,9,2025-12-16,2.77
4459,574,9,2025-12-17,6.83
4460,574,9,2025-12-18,1.08
4461,574,9,2025-12-21,3.99
4462,574,9,2025-12-23,3.16
4463,574,9,2025-12-25,2.97
4464,574,9,2025-12-26,4.69
4465,574,9,2025-12-28,1.76
4466,574,9,2025-12-29,4.5
4467,574,9,2026-01-01,4.01
4468,574,9,2026-01-04,4.92
4469,574,9,2026-01-06,5.07
4470,574,9,2026-01-09,3.95
4471,574,9,2026-01-10,3.24
4472,575,39,2025-05-25,6.48
4473,575,39,2025-05-26,2.03
4474,575,39,2025-05-27,2.61
4475,576,13,2025-11-24,1.53
4476,576,13,2025-11-27,6.16
4477,576,13,2025-11-29,4.34
4478,576,13,2025-12-01,3.24
4479,576,13,2025-12-04,5.32
4480,576,13,2025-12-05,5.74
4481,576,13,2025-12-07,6.8
4482,576,13,2025-12-08,1.66
4483,576,13,2025-12-11,2.7
4484,576,13,2025-12-12,3.76
4485,576,13,2025-12-15,5.81
4486,576,13,2025-12-16,3.25
4487,576,13,2025-12-19,4.54
4488,576,13,2025-12-21,5.39
4489,576,13,2025-12-24,6.39
4490,576,13,2025-12-27,1.17
4491,576,13,2025-12-29,2.94
4492,576,13,2026-01-01,2.77
4493,576,13,2026-01-04,1.14
4494,576,13,2026-01-06,1.2
4495,577,15,2025-04-18,1.15
4496,577,15,2025-04-20,2.98
4497,577,15,2025-04-21,1.37
4498,577,15,2025-04-24,2.67
4499,577,15,2025-04-26,6.2
4500,577,15,2025-04-27,4.13
4501,577,15,2025-04-28,4.16
4502,577,15,2025-04-29,1.41
4503,577,15,2025-04-30,6.13
4504,577,15,2025-05-01,6.64
4505,577,15,2025-05-04,2.22
4506,578,38,2025-09-16,1.23
4507,578,38,2025-09-19,2.61
4508,578,38,2025-09-20,3.06
4509,578,38,2025-09-21,3.96
4510,578,38,2025-09-23,5.61
4511,578,38,2025-09-25,2.01
4512,578,38,2025-09-26,2.26
4513,578,38,2025-09-29,2.65
4514,578,38,2025-09-30,1.81
4515,578,38,2025-10-01,6.52
4516,578,38,2025-10-04,4.08
4517,578,38,2025-10-05,2.97
4518,578,38,2025-10-08,2.61
4519,578,38,2025-10-10,3.97
4520,578,38,2025-10-13,6.18
4521,578,38,2025-10-16,6.66
4522,578,38,2025-10-17,2.29
4523,578,38,2025-10-19,2.74
4524,578,38,2025-10-20,4.39
4525,579,15,2025-10-05,6.16
4526,579,15,2025-10-08,7.0
4527,579,15,2025-10-09,6.46
4528,579,15,2025-10-12,6.4
4529,579,15,2025-10-13,3.8
4530,579,15,2025-10-15,2.65
4531,579,15,2025-10-16,6.29
4532,579,15,2025-10-19,5.46
4533,579,15,2025-10-20,1.77
4534,579,15,2025-10-21,4.16
4535,579,15,2025-10-23,0.32
4536,580,29,2025-09-12,3.54
4537,580,29,2025-09-15,3.62
4538,580,29,2025-09-17,6.63
4539,580,29,2025-09-20,4.99
4540,580,29,2025-09-23,1.54
4541,580,29,2025-09-25,0.14
4542,581,13,2025-05-22,5.81
4543,581,13,2025-05-24,1.84
4544,581,13,2025-05-27,4.37
4545,581,13,2025-05-30,6.36
4546,581,13,2025-05-31,6.26
4547,581,13,2025-06-02,1.87
4548,582,32,2025-07-20,4.3
4549,582,32,2025-07-23,3.48
4550,582,32,2025-07-26,3.79
4551,583,27,2025-06-16,3.01
4552,583,27,2025-06-19,4.0
4553,583,27,2025-06-21,1.06
4554,583,27,2025-06-23,2.12
4555,583,27,2025-06-26,3.85
4556,583,27,2025-06-29,1.01
4557,583,27,2025-06-30,1.89
4558,583,27,2025-07-02,6.81
4559,583,27,2025-07-04,6.29
